Tissue	ENSG	ENSPcanon	cMDT	RNAseqAliquotID	GTExMDT	TotalRelevantGTExSamples	GTExMDTmedianEnrichment	Pvalue	Qvalue	NumberOfGTExMDT	cMDTenrichment	GTExMDTmedianRelExpression	cMDTrelExpression	TotalNumberOfSTRINGint	cMDTnumberOfUniqMissedInt	NumberOfCommonMissedInt	Pfam1	Domain1	Region1	Pfam2	Domain2	ENSPcanon2	StringScore	DIMAscore	ENSG2	GeneName1	GeneName2	STRINGintN1	STRINGdensityScore1	STRINGdensityRank1	STRINGintN2	STRINGdensityScore2	STRINGdensityRank2
Alzheimer	ENSG00000143632	ENSP00000355645	ENST00000366683	SRR19243458	ENST00000366684:4	8	3.678	7.812e-03	7.812e-03	4	2.008	0.000	1.000	27	27	0	PF00022	Actin	5-377	PF00307	CH	ENSP00000268182	929	1	ENSG00000140575	ACTA1	IQGAP1	85	12026758.2109	0.864534674811355	48	8790577.1351	0.836058210564139
Alzheimer	ENSG00000143632	ENSP00000355645	ENST00000366683	SRR19243458	ENST00000366684:4	8	3.678	7.812e-03	7.812e-03	4	2.008	0.000	1.000	27	27	0	PF00022	Actin	5-377	PF00307	CH	ENSP00000354923	994	1	ENSG00000198947	ACTA1	DMD	85	12026758.2109	0.864534674811355	81	6335111.8175	0.8100071864894
Alzheimer	ENSG00000143632	ENSP00000355645	ENST00000366683	SRR19243458	ENST00000366684:4	8	3.678	7.812e-03	7.812e-03	4	2.008	0.000	1.000	27	27	0	PF00022	Actin	5-377	PF00307	CH	ENSP00000355537	957	1	ENSG00000077522	ACTA1	ACTN2	85	12026758.2109	0.864534674811355	113	12911456.4064	0.867319439453827
Alzheimer	ENSG00000143632	ENSP00000355645	ENST00000366683	SRR19243458	ENST00000366684:4	8	3.678	7.812e-03	7.812e-03	4	2.008	0.000	1.000	27	27	0	PF00022	Actin	5-377	PF00307	CH	ENSP00000356515	985	1	ENSG00000152818	ACTA1	UTRN	85	12026758.2109	0.864534674811355	50	4809526.6735	0.786651095939633
Alzheimer	ENSG00000143632	ENSP00000355645	ENST00000366683	SRR19243458	ENST00000366684:4	8	3.678	7.812e-03	7.812e-03	4	2.008	0.000	1.000	27	27	0	PF00022	Actin	5-377	PF00307	CH	ENSP00000364893	906	1	ENSG00000102606	ACTA1	ARHGEF7	85	12026758.2109	0.864534674811355	136	20356495.9695	0.894089112468559
Alzheimer	ENSG00000143632	ENSP00000355645	ENST00000366683	SRR19243458	ENST00000366684:4	8	3.678	7.812e-03	7.812e-03	4	2.008	0.000	1.000	27	27	0	PF00022	Actin	5-377	PF00307	CH	ENSP00000377941	960	1	ENSG00000072110	ACTA1	ACTN1	85	12026758.2109	0.864534674811355	84	13978177.5490	0.870373697448796
Alzheimer	ENSG00000143632	ENSP00000355645	ENST00000366683	SRR19243458	ENST00000366684:4	8	3.678	7.812e-03	7.812e-03	4	2.008	0.000	1.000	27	27	0	PF00022	Actin	5-377	PF00626	Gelsolin	ENSP00000362924	997	1	ENSG00000148180	ACTA1	GSN	85	12026758.2109	0.864534674811355	35	6629762.0809	0.813330937836867
Alzheimer	ENSG00000143632	ENSP00000355645	ENST00000366683	SRR19243458	ENST00000366684:4	8	3.678	7.812e-03	7.812e-03	4	2.008	0.000	1.000	27	27	0	PF00022	Actin	5-377	PF01044	Vinculin	ENSP00000211998	971	1	ENSG00000035403	ACTA1	VCL	85	12026758.2109	0.864534674811355	67	8065433.9204	0.829680201221703
Alzheimer	ENSG00000143632	ENSP00000355645	ENST00000366683	SRR19243458	ENST00000366684:4	8	3.678	7.812e-03	7.812e-03	4	2.008	0.000	1.000	27	27	0	PF00022	Actin	5-377	PF01044	Vinculin	ENSP00000304669	902	1	ENSG00000044115	ACTA1	CTNNA1	85	12026758.2109	0.864534674811355	111	11299932.7483	0.860312612288897
Alzheimer	ENSG00000143632	ENSP00000355645	ENST00000366683	SRR19243458	ENST00000366684:4	8	3.678	7.812e-03	7.812e-03	4	2.008	0.000	1.000	27	27	0	PF00022	Actin	5-377	PF02181	FH2	ENSP00000381565	912	1	ENSG00000131504	ACTA1	DIAPH1	85	12026758.2109	0.864534674811355	14	2479388.6640	0.701760689902982
Alzheimer	ENSG00000143632	ENSP00000355645	ENST00000366683	SRR19243458	ENST00000366684:4	8	3.678	7.812e-03	7.812e-03	4	2.008	0.000	1.000	27	27	0	PF00022	Actin	5-377	PF02755	RPEL	ENSP00000347847	917	1	ENSG00000196588	ACTA1	MKL1	85	12026758.2109	0.864534674811355	10	921456.4940	0.508803449514912
Alzheimer	ENSG00000143632	ENSP00000355645	ENST00000366683	SRR19243458	ENST00000366684:4	8	3.678	7.812e-03	7.812e-03	4	2.008	0.000	1.000	27	27	0	PF00022	Actin	5-377	PF13833	EF-hand_8	ENSP00000246533	915	1	ENSG00000126247	ACTA1	CAPNS1	85	12026758.2109	0.864534674811355	15	2898929.8530	0.723589651455264
Alzheimer	ENSG00000143632	ENSP00000355645	ENST00000366683	SRR19243458	ENST00000366684:4	8	3.678	7.812e-03	7.812e-03	4	2.008	0.000	1.000	27	27	0	PF00022	Actin	5-377	PF13833	EF-hand_8	ENSP00000279247	905	1	ENSG00000014216	ACTA1	CAPN1	85	12026758.2109	0.864534674811355	28	6372417.2594	0.810276679841897
Alzheimer	ENSG00000143819	ENSP00000272167	ENST00000448202	SRR19243472	ENST00000272167:8	8	4.517	7.812e-03	7.812e-03	8	3.760	0.160	0.691	0	-1	-1	-	-	-	-	-	-	-	-	-	EPHX1	-	35	791237.4877	0.4900287459576	0	0	0
Alzheimer	ENSG00000143845	ENSP00000356170	ENST00000367202	SRR19243445	ENST00000367197:5	8	2.067	7.812e-03	7.812e-03	5	2.421	0.240	0.413	0	-1	-1	-	-	-	-	-	-	-	-	-	ETNK2	-	3	1852.3004	0.0580309019044197	0	0	0
Alzheimer	ENSG00000143845	ENSP00000356170	ENST00000367202	SRR19243447	ENST00000367197:5	8	2.067	7.812e-03	7.812e-03	5	2.193	0.240	0.555	0	-1	-1	-	-	-	-	-	-	-	-	-	ETNK2	-	3	1852.3004	0.0580309019044197	0	0	0
Alzheimer	ENSG00000143845	ENSP00000356170	ENST00000367202	SRR19243463	ENST00000367197:5	8	2.067	7.812e-03	7.812e-03	5	3.736	0.240	0.658	0	-1	-1	-	-	-	-	-	-	-	-	-	ETNK2	-	3	1852.3004	0.0580309019044197	0	0	0
Alzheimer	ENSG00000143845	ENSP00000356170	ENST00000367202	SRR19243471	ENST00000367197:5	8	2.067	7.812e-03	7.812e-03	5	2.532	0.240	0.465	0	-1	-1	-	-	-	-	-	-	-	-	-	ETNK2	-	3	1852.3004	0.0580309019044197	0	0	0
Alzheimer	ENSG00000143891	ENSP00000272252	ENST00000272252	SRR19243474	ENST00000427858:6	8	2.909	7.812e-03	7.812e-03	6	4.313	0.236	0.736	1	-1	-1	-	-	-	-	-	-	-	-	-	GALM	-	16	134350.3116	0.287190082644628	0	0	0
Alzheimer	ENSG00000143933	ENSP00000272298	ENST00000409563	SRR19243471	ENST00000272298:8	8	5.687	7.812e-03	7.812e-03	8	2.058	0.070	0.410	19	-1	-1	-	-	-	-	-	-	-	-	-	CALM2	-	48	5633365.5515	0.801383399209486	0	0	0
Alzheimer	ENSG00000143970	ENSP00000391447	ENST00000435504	SRR19243455	ENST00000272341:5	8	2.253	7.812e-03	7.812e-03	5	2.341	0.206	0.417	0	-1	-1	-	-	-	-	-	-	-	-	-	ASXL2	-	8	65207.5112	0.219098095580309	0	0	0
Alzheimer	ENSG00000143970	ENSP00000391447	ENST00000435504	SRR19243467	ENST00000272341:5	8	2.253	7.812e-03	7.812e-03	5	2.378	0.206	0.426	0	-1	-1	-	-	-	-	-	-	-	-	-	ASXL2	-	8	65207.5112	0.219098095580309	0	0	0
Alzheimer	ENSG00000143970	ENSP00000391447	ENST00000435504	SRR19243468	ENST00000272341:5	8	2.253	7.812e-03	7.812e-03	5	2.824	0.206	0.505	0	-1	-1	-	-	-	-	-	-	-	-	-	ASXL2	-	8	65207.5112	0.219098095580309	0	0	0
Alzheimer	ENSG00000143970	ENSP00000391447	ENST00000435504	SRR19243470	ENST00000272341:5	8	2.253	7.812e-03	7.812e-03	5	3.110	0.206	0.600	0	-1	-1	-	-	-	-	-	-	-	-	-	ASXL2	-	8	65207.5112	0.219098095580309	0	0	0
Alzheimer	ENSG00000143970	ENSP00000391447	ENST00000435504	SRR19243475	ENST00000272341:5	8	2.253	7.812e-03	7.812e-03	5	2.048	0.206	0.480	0	-1	-1	-	-	-	-	-	-	-	-	-	ASXL2	-	8	65207.5112	0.219098095580309	0	0	0
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000171111	901	1	ENSG00000079999	SPOPL	KEAP1	21	853270.3551	0.49802371541502	41	3582283.0519	0.749281351060007
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000209884	902	1	ENSG00000076321	SPOPL	KLHL20	21	853270.3551	0.49802371541502	21	1229468.5319	0.547520661157025
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000240327	900	1	ENSG00000121067	SPOPL	SPOP	21	853270.3551	0.49802371541502	24	1163093.5443	0.540424002874596
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000273963	902	1	ENSG00000145332	SPOPL	KLHL8	21	853270.3551	0.49802371541502	25	1925172.7902	0.661246855910887
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000284669	901	1	ENSG00000239474	SPOPL	KLHL41	21	853270.3551	0.49802371541502	20	798413.2106	0.491106719367589
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000306356	901	1	ENSG00000171617	SPOPL	ENC1	21	853270.3551	0.49802371541502	21	838531.2801	0.495867768595041
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000312397	901	1	ENSG00000146021	SPOPL	KLHL3	21	853270.3551	0.49802371541502	22	864321.6640	0.499371182177506
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000331682	916	1	ENSG00000099910	SPOPL	KLHL22	21	853270.3551	0.49802371541502	47	4126917.5488	0.770840819259792
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000336800	901	1	ENSG00000183655	SPOPL	KLHL25	21	853270.3551	0.49802371541502	20	798438.9406	0.491196550485088
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000343273	912	1	ENSG00000122550	SPOPL	KLHL7	21	853270.3551	0.49802371541502	21	2086290.5261	0.674901185770751
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000351933	905	1	ENSG00000198642	SPOPL	KLHL9	21	853270.3551	0.49802371541502	26	1876288.7380	0.65702479338843
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000356230	901	1	ENSG00000117153	SPOPL	KLHL12	21	853270.3551	0.49802371541502	69	14941141.7579	0.877560186848724
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000366886	905	1	ENSG00000162413	SPOPL	KLHL21	21	853270.3551	0.49802371541502	45	4018798.6551	0.766528925619835
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000443191	905	1	ENSG00000003096	SPOPL	KLHL13	21	853270.3551	0.49802371541502	29	1924289.6981	0.661157024793388
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF00888	Cullin	ENSP00000264414	978	1	ENSG00000036257	SPOPL	CUL3	21	853270.3551	0.49802371541502	116	19762659.4994	0.892292490118577
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243471	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	4.248	0.150	0.730	16	16	0	PF00651	BTB	192-296	PF07707	BACK	ENSP00000370671	900	1	ENSG00000087448	SPOPL	KLHL42	21	853270.3551	0.49802371541502	20	798411.4146	0.49101688825009
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000171111	901	1	ENSG00000079999	SPOPL	KEAP1	21	853270.3551	0.49802371541502	41	3582283.0519	0.749281351060007
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000209884	902	1	ENSG00000076321	SPOPL	KLHL20	21	853270.3551	0.49802371541502	21	1229468.5319	0.547520661157025
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000240327	900	1	ENSG00000121067	SPOPL	SPOP	21	853270.3551	0.49802371541502	24	1163093.5443	0.540424002874596
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000273963	902	1	ENSG00000145332	SPOPL	KLHL8	21	853270.3551	0.49802371541502	25	1925172.7902	0.661246855910887
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000284669	901	1	ENSG00000239474	SPOPL	KLHL41	21	853270.3551	0.49802371541502	20	798413.2106	0.491106719367589
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000306356	901	1	ENSG00000171617	SPOPL	ENC1	21	853270.3551	0.49802371541502	21	838531.2801	0.495867768595041
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000312397	901	1	ENSG00000146021	SPOPL	KLHL3	21	853270.3551	0.49802371541502	22	864321.6640	0.499371182177506
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000331682	916	1	ENSG00000099910	SPOPL	KLHL22	21	853270.3551	0.49802371541502	47	4126917.5488	0.770840819259792
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000336800	901	1	ENSG00000183655	SPOPL	KLHL25	21	853270.3551	0.49802371541502	20	798438.9406	0.491196550485088
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000343273	912	1	ENSG00000122550	SPOPL	KLHL7	21	853270.3551	0.49802371541502	21	2086290.5261	0.674901185770751
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000351933	905	1	ENSG00000198642	SPOPL	KLHL9	21	853270.3551	0.49802371541502	26	1876288.7380	0.65702479338843
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000356230	901	1	ENSG00000117153	SPOPL	KLHL12	21	853270.3551	0.49802371541502	69	14941141.7579	0.877560186848724
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000366886	905	1	ENSG00000162413	SPOPL	KLHL21	21	853270.3551	0.49802371541502	45	4018798.6551	0.766528925619835
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000443191	905	1	ENSG00000003096	SPOPL	KLHL13	21	853270.3551	0.49802371541502	29	1924289.6981	0.661157024793388
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF00888	Cullin	ENSP00000264414	978	1	ENSG00000036257	SPOPL	CUL3	21	853270.3551	0.49802371541502	116	19762659.4994	0.892292490118577
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243472	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	15.219	0.150	0.907	16	16	0	PF00651	BTB	192-296	PF07707	BACK	ENSP00000370671	900	1	ENSG00000087448	SPOPL	KLHL42	21	853270.3551	0.49802371541502	20	798411.4146	0.49101688825009
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000171111	901	1	ENSG00000079999	SPOPL	KEAP1	21	853270.3551	0.49802371541502	41	3582283.0519	0.749281351060007
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000209884	902	1	ENSG00000076321	SPOPL	KLHL20	21	853270.3551	0.49802371541502	21	1229468.5319	0.547520661157025
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000240327	900	1	ENSG00000121067	SPOPL	SPOP	21	853270.3551	0.49802371541502	24	1163093.5443	0.540424002874596
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000273963	902	1	ENSG00000145332	SPOPL	KLHL8	21	853270.3551	0.49802371541502	25	1925172.7902	0.661246855910887
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000284669	901	1	ENSG00000239474	SPOPL	KLHL41	21	853270.3551	0.49802371541502	20	798413.2106	0.491106719367589
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000306356	901	1	ENSG00000171617	SPOPL	ENC1	21	853270.3551	0.49802371541502	21	838531.2801	0.495867768595041
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000312397	901	1	ENSG00000146021	SPOPL	KLHL3	21	853270.3551	0.49802371541502	22	864321.6640	0.499371182177506
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000331682	916	1	ENSG00000099910	SPOPL	KLHL22	21	853270.3551	0.49802371541502	47	4126917.5488	0.770840819259792
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000336800	901	1	ENSG00000183655	SPOPL	KLHL25	21	853270.3551	0.49802371541502	20	798438.9406	0.491196550485088
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000343273	912	1	ENSG00000122550	SPOPL	KLHL7	21	853270.3551	0.49802371541502	21	2086290.5261	0.674901185770751
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000351933	905	1	ENSG00000198642	SPOPL	KLHL9	21	853270.3551	0.49802371541502	26	1876288.7380	0.65702479338843
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000356230	901	1	ENSG00000117153	SPOPL	KLHL12	21	853270.3551	0.49802371541502	69	14941141.7579	0.877560186848724
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000366886	905	1	ENSG00000162413	SPOPL	KLHL21	21	853270.3551	0.49802371541502	45	4018798.6551	0.766528925619835
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00651	BTB	ENSP00000443191	905	1	ENSG00000003096	SPOPL	KLHL13	21	853270.3551	0.49802371541502	29	1924289.6981	0.661157024793388
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF00888	Cullin	ENSP00000264414	978	1	ENSG00000036257	SPOPL	CUL3	21	853270.3551	0.49802371541502	116	19762659.4994	0.892292490118577
Alzheimer	ENSG00000144228	ENSP00000280098	ENST00000430968	SRR19243476	ENST00000280098:5	8	2.355	7.812e-03	7.812e-03	5	2.211	0.150	0.594	16	16	0	PF00651	BTB	192-296	PF07707	BACK	ENSP00000370671	900	1	ENSG00000087448	SPOPL	KLHL42	21	853270.3551	0.49802371541502	20	798411.4146	0.49101688825009
Alzheimer	ENSG00000144485	ENSP00000272937	ENST00000409002	SRR19243450	ENST00000272937:7	8	4.064	7.812e-03	7.812e-03	7	2.308	0.000	0.583	4	4	0	PF00010	HLH	26-73	PF00010	HLH	ENSP00000232424	958	1	ENSG00000114315	HES6	HES1	5	138967.7774	0.289795185052102	67	5785378.5850	0.803180021559468
Alzheimer	ENSG00000144485	ENSP00000272937	ENST00000409002	SRR19243450	ENST00000272937:7	8	4.064	7.812e-03	7.812e-03	7	2.308	0.000	0.583	4	4	0	PF00010	HLH	26-73	PF00010	HLH	ENSP00000242462	936	1	ENSG00000122859	HES6	NEUROG3	5	138967.7774	0.289795185052102	12	391441.4424	0.39301113905857
Alzheimer	ENSG00000144485	ENSP00000272937	ENST00000409002	SRR19243450	ENST00000272937:7	8	4.064	7.812e-03	7.812e-03	7	2.308	0.000	0.583	4	4	0	PF00010	HLH	26-73	PF00010	HLH	ENSP00000266744	963	1	ENSG00000139352	HES6	ASCL1	5	138967.7774	0.289795185052102	28	1235159.6556	0.54796981674452
Alzheimer	ENSG00000144485	ENSP00000272937	ENST00000409002	SRR19243450	ENST00000272937:7	8	4.064	7.812e-03	7.812e-03	7	2.308	0.000	0.583	4	4	0	PF00010	HLH	26-73	PF00010	HLH	ENSP00000302216	905	1	ENSG00000172238	HES6	ATOH1	5	138967.7774	0.289795185052102	13	714539.6921	0.479787998562702
Alzheimer	ENSG00000144635	ENSP00000273130	ENST00000413350	SRR19243464	ENST00000273130:4	8	2.204	7.812e-03	7.812e-03	4	2.665	0.227	0.536	5	5	0	PF05783	DLIC	43-519	PF05783	DLIC	ENSP00000258198	999	1	ENSG00000135720	DYNC1LI1	DYNC1LI2	17	657104.3186	0.469187926697808	26	1123075.9708	0.534764642472152
Alzheimer	ENSG00000144635	ENSP00000273130	ENST00000413350	SRR19243464	ENST00000273130:4	8	2.204	7.812e-03	7.812e-03	4	2.665	0.227	0.536	5	5	0	PF05783	DLIC	43-519	PF08385	DHC_N1	ENSP00000333363	921	1	ENSG00000124721	DYNC1LI1	DNAH8	17	657104.3186	0.469187926697808	23	1201752.3371	0.544735896514553
